"","CoB","ETH.group","age","sex","year","pop"
"34248","UK born","Chinese",3,"F",2022,3894.51522843462
"34249","UK born","Chinese",4,"F",2022,3664.12340929724
"34250","UK born","Chinese",5,"F",2022,3402.00252879887
"34251","UK born","Chinese",6,"F",2022,3120.05259350348
"34252","UK born","Chinese",7,"F",2022,2829.59433104239
"34253","UK born","Chinese",8,"F",2022,2537.15286145808
"34254","UK born","Chinese",9,"F",2022,2269.48262467789
"34255","UK born","Chinese",10,"F",2022,2090.78375514911
"34256","UK born","Chinese",11,"F",2022,1552.63168947442
"34257","Non-UK born","Chinese",11,"F",2022,230.555734735077
"34258","UK born","Chinese",12,"F",2022,1575.13536443318
"34259","Non-UK born","Chinese",12,"F",2022,251.209093455657
"34260","UK born","Chinese",13,"F",2022,1528.75981113426
"34261","Non-UK born","Chinese",13,"F",2022,293.424920073189
"34262","UK born","Chinese",14,"F",2022,1404.15466571578
"34263","Non-UK born","Chinese",14,"F",2022,339.941449463377
"34264","UK born","Chinese",15,"F",2022,1215.58836507153
"34265","Non-UK born","Chinese",15,"F",2022,635.611662569338
"34266","UK born","Chinese",16,"F",2022,1089.7697967288
"34267","Non-UK born","Chinese",16,"F",2022,1057.85726356634
"34268","UK born","Chinese",17,"F",2022,1042.264263755
"34269","Non-UK born","Chinese",17,"F",2022,1833.15413953738
"34270","UK born","Chinese",18,"F",2022,863.920190412979
"34271","Non-UK born","Chinese",18,"F",2022,3229.49384170295
"34272","UK born","Chinese",19,"F",2022,693.727822451194
"34273","Non-UK born","Chinese",19,"F",2022,4682.33529879466
"34274","UK born","Chinese",20,"F",2022,480.539916157232
"34275","Non-UK born","Chinese",20,"F",2022,6583.59462145933
"34276","UK born","Chinese",21,"F",2022,426.310789075794
"34277","Non-UK born","Chinese",21,"F",2022,8905.87549966411
"34278","UK born","Chinese",22,"F",2022,207.46964952127
"34279","Non-UK born","Chinese",22,"F",2022,10603.9303618159
"34280","UK born","Chinese",23,"F",2022,110.474695506249
"34281","Non-UK born","Chinese",23,"F",2022,12137.6423862274
"34282","UK born","Chinese",24,"F",2022,-38.0880976873354
"34283","Non-UK born","Chinese",24,"F",2022,12655.3274892682
"34284","UK born","Chinese",25,"F",2022,-76.0020067133865
"34285","Non-UK born","Chinese",25,"F",2022,13184.1148530958
"34286","UK born","Chinese",26,"F",2022,-184.07576771707
"34287","Non-UK born","Chinese",26,"F",2022,13534.0315244169
"34288","UK born","Chinese",27,"F",2022,-265.345324407984
"34289","Non-UK born","Chinese",27,"F",2022,13833.8016181622
"34290","UK born","Chinese",28,"F",2022,-329.240611213113
"34291","Non-UK born","Chinese",28,"F",2022,13977.6950477377
"34292","UK born","Chinese",29,"F",2022,-188.784755158409
"34293","Non-UK born","Chinese",29,"F",2022,13674.4950607218
"34294","UK born","Chinese",30,"F",2022,-284.744344421279
"34295","Non-UK born","Chinese",30,"F",2022,13286.4844263494
"34296","UK born","Chinese",31,"F",2022,8.82181723650528
"34297","Non-UK born","Chinese",31,"F",2022,13116.8149260902
"34298","UK born","Chinese",32,"F",2022,-59.2484990273091
"34299","Non-UK born","Chinese",32,"F",2022,11926.6181405085
"34300","UK born","Chinese",33,"F",2022,179.508348941745
"34301","Non-UK born","Chinese",33,"F",2022,11408.9010250149
"34302","UK born","Chinese",34,"F",2022,-16.3986459522728
"34303","Non-UK born","Chinese",34,"F",2022,9111.66347975927
"34304","UK born","Chinese",35,"F",2022,174.267420093236
"34305","Non-UK born","Chinese",35,"F",2022,6254.38142300178
"34306","UK born","Chinese",36,"F",2022,201.934251979084
"34307","Non-UK born","Chinese",36,"F",2022,4856.2032877562
"34308","UK born","Chinese",37,"F",2022,297.42487090533
"34309","Non-UK born","Chinese",37,"F",2022,4437.57520375422
"34310","UK born","Chinese",38,"F",2022,279.502516488839
"34311","Non-UK born","Chinese",38,"F",2022,4407.56095523118
"34312","UK born","Chinese",39,"F",2022,347.969636531651
"34313","Non-UK born","Chinese",39,"F",2022,4744.75258505371
"34314","UK born","Chinese",40,"F",2022,329.636027164423
"34315","Non-UK born","Chinese",40,"F",2022,4267.59399409304
"34316","UK born","Chinese",41,"F",2022,331.144777148212
"34317","Non-UK born","Chinese",41,"F",2022,3762.02357154257
"34318","UK born","Chinese",42,"F",2022,210.090372537525
"34319","Non-UK born","Chinese",42,"F",2022,3747.0007356461
"34320","UK born","Chinese",43,"F",2022,203.245989451045
"34321","Non-UK born","Chinese",43,"F",2022,3373.49834254438
"34322","UK born","Chinese",44,"F",2022,178.791791428614
"34323","Non-UK born","Chinese",44,"F",2022,3109.00933780911
"34324","UK born","Chinese",45,"F",2022,253.277215865667
"34325","Non-UK born","Chinese",45,"F",2022,2940.72518889099
"34326","UK born","Chinese",46,"F",2022,277.468281460937
"34327","Non-UK born","Chinese",46,"F",2022,2801.14467391209
"34328","UK born","Chinese",47,"F",2022,209.614008240108
"34329","Non-UK born","Chinese",47,"F",2022,2631.65563576984
"34330","UK born","Chinese",48,"F",2022,182.624104570554
"34331","Non-UK born","Chinese",48,"F",2022,2635.01588150731
"34332","UK born","Chinese",49,"F",2022,249.706536537043
"34333","Non-UK born","Chinese",49,"F",2022,2541.99755618398
"34334","UK born","Chinese",50,"F",2022,251.215804061115
"34335","Non-UK born","Chinese",50,"F",2022,2429.78016102301
"34336","UK born","Chinese",51,"F",2022,219.350421030215
"34337","Non-UK born","Chinese",51,"F",2022,2382.68538843268
"34338","UK born","Chinese",52,"F",2022,159.077941602036
"34339","Non-UK born","Chinese",52,"F",2022,2337.49894888092
"34340","UK born","Chinese",53,"F",2022,111.094166889685
"34341","Non-UK born","Chinese",53,"F",2022,2547.88621998034
"34342","UK born","Chinese",54,"F",2022,94.3351195879098
"34343","Non-UK born","Chinese",54,"F",2022,2176.32622931195
"34344","UK born","Chinese",55,"F",2022,46.5911271108305
"34345","Non-UK born","Chinese",55,"F",2022,2186.3655942412
"34346","UK born","Chinese",56,"F",2022,0.416472074251551
"34347","Non-UK born","Chinese",56,"F",2022,2157.36298486687
"34348","UK born","Chinese",57,"F",2022,-35.686453381446
"34349","Non-UK born","Chinese",57,"F",2022,2254.54786347495
"34350","UK born","Chinese",58,"F",2022,-61.5904361721009
"34351","Non-UK born","Chinese",58,"F",2022,2580.15604092586
"34352","UK born","Chinese",59,"F",2022,-76.2569730031939
"34353","Non-UK born","Chinese",59,"F",2022,2601.91932571449
"34354","UK born","Chinese",60,"F",2022,-75.0275920823488
"34355","Non-UK born","Chinese",60,"F",2022,2185.87836289918
"34356","UK born","Chinese",61,"F",2022,-97.819149928773
"34357","Non-UK born","Chinese",61,"F",2022,2123.07400321381
"34358","UK born","Chinese",62,"F",2022,-113.483454214825
"34359","Non-UK born","Chinese",62,"F",2022,1973.4777386693
"34360","UK born","Chinese",63,"F",2022,-91.4223461084638
"34361","Non-UK born","Chinese",63,"F",2022,2004.18611636364
"34362","UK born","Chinese",64,"F",2022,-125.08281294081
"34363","Non-UK born","Chinese",64,"F",2022,1996.42565751463
"34364","UK born","Chinese",65,"F",2022,-133.025797837806
"34365","Non-UK born","Chinese",65,"F",2022,1945.17462002431
"34366","UK born","Chinese",66,"F",2022,-123.552530559925
"34367","Non-UK born","Chinese",66,"F",2022,1787.90249367612
"34368","UK born","Chinese",67,"F",2022,-136.11163545378
"34369","Non-UK born","Chinese",67,"F",2022,1736.05707382531
"34370","UK born","Chinese",68,"F",2022,-160.685286462866
"34371","Non-UK born","Chinese",68,"F",2022,1812.58177754811
"34372","UK born","Chinese",69,"F",2022,-146.447480790292
"34373","Non-UK born","Chinese",69,"F",2022,1598.5568050984
"34374","UK born","Chinese",70,"F",2022,-155.425085888243
"34375","Non-UK born","Chinese",70,"F",2022,1499.33059909895
"34376","UK born","Chinese",71,"F",2022,-156.197883314039
"34377","Non-UK born","Chinese",71,"F",2022,1341.57604843416
"34378","UK born","Chinese",72,"F",2022,-157.68934554442
"34379","Non-UK born","Chinese",72,"F",2022,1376.55604770035
"34380","UK born","Chinese",73,"F",2022,-158.287347905678
"34381","Non-UK born","Chinese",73,"F",2022,1222.33038355306
"34382","UK born","Chinese",74,"F",2022,-162.07760875559
"34383","Non-UK born","Chinese",74,"F",2022,1122.46029228231
"34384","UK born","Chinese",75,"F",2022,-149.822179877387
"34385","Non-UK born","Chinese",75,"F",2022,918.379887675018
"34386","UK born","Chinese",76,"F",2022,-133.633761590443
"34387","Non-UK born","Chinese",76,"F",2022,687.487365995236
"34388","UK born","Chinese",77,"F",2022,-137.428498302113
"34389","Non-UK born","Chinese",77,"F",2022,610.204631666364
"34390","UK born","Chinese",78,"F",2022,-132.088716840179
"34391","Non-UK born","Chinese",78,"F",2022,533.097122340264
"34392","UK born","Chinese",79,"F",2022,-135.123539394657
"34393","Non-UK born","Chinese",79,"F",2022,464.691154884584
"34394","UK born","Chinese",80,"F",2022,-126.198609232323
"34395","Non-UK born","Chinese",80,"F",2022,439.160310189707
"34396","UK born","Chinese",81,"F",2022,-131.248842463114
"34397","Non-UK born","Chinese",81,"F",2022,443.34244608669
"34398","UK born","Chinese",82,"F",2022,-142.258811911352
"34399","Non-UK born","Chinese",82,"F",2022,467.392163202356
"34400","UK born","Chinese",83,"F",2022,-139.304661834003
"34401","Non-UK born","Chinese",83,"F",2022,410.639544787471
"34402","UK born","Chinese",84,"F",2022,-142.84765886316
"34403","Non-UK born","Chinese",84,"F",2022,425.151114943425
"34404","UK born","Chinese",85,"F",2022,-2204.39317449072
"34405","Non-UK born","Chinese",85,"F",2022,2466.91471952295
"34406","UK born","Chinese",0,"M",2022,4712.56364471621
"34407","UK born","Chinese",1,"M",2022,4519.15160004764
"34408","UK born","Chinese",2,"M",2022,4314.7102431722
"34409","UK born","Chinese",3,"M",2022,4096.33605649827
"34410","UK born","Chinese",4,"M",2022,3858.95882011429
"34411","UK born","Chinese",5,"M",2022,3591.91289687444
"34412","UK born","Chinese",6,"M",2022,3304.15518120243
"34413","UK born","Chinese",7,"M",2022,3006.5155552643
"34414","UK born","Chinese",8,"M",2022,2707.41463285811
"34415","UK born","Chinese",9,"M",2022,2429.75246135088
"34416","UK born","Chinese",10,"M",2022,2243.21783872303
"34417","UK born","Chinese",11,"M",2022,1872.16978568766
"34418","Non-UK born","Chinese",11,"M",2022,290.616505300181
"34419","UK born","Chinese",12,"M",2022,1669.86485717413
"34420","Non-UK born","Chinese",12,"M",2022,314.89479123656
"34421","UK born","Chinese",13,"M",2022,1586.53424951803
"34422","Non-UK born","Chinese",13,"M",2022,333.688328145102
"34423","UK born","Chinese",14,"M",2022,1547.92800053069
"34424","Non-UK born","Chinese",14,"M",2022,389.299587530499
"34425","UK born","Chinese",15,"M",2022,1355.21814568358
"34426","Non-UK born","Chinese",15,"M",2022,710.476172285531
"34427","UK born","Chinese",16,"M",2022,1152.10075491951
"34428","Non-UK born","Chinese",16,"M",2022,1105.53279893508
"34429","UK born","Chinese",17,"M",2022,1005.32282447233
"34430","Non-UK born","Chinese",17,"M",2022,1758.85383973627
"34431","UK born","Chinese",18,"M",2022,847.435745229872
"34432","Non-UK born","Chinese",18,"M",2022,2859.66487660642
"34433","UK born","Chinese",19,"M",2022,691.328140721143
"34434","Non-UK born","Chinese",19,"M",2022,4451.20242697951
"34435","UK born","Chinese",20,"M",2022,488.097394443771
"34436","Non-UK born","Chinese",20,"M",2022,6389.75790060914
"34437","UK born","Chinese",21,"M",2022,477.46738147757
"34438","Non-UK born","Chinese",21,"M",2022,8678.01068870052
"34439","UK born","Chinese",22,"M",2022,176.915062034932
"34440","Non-UK born","Chinese",22,"M",2022,10951.9598521804
"34441","UK born","Chinese",23,"M",2022,39.2096647056236
"34442","Non-UK born","Chinese",23,"M",2022,13080.6365920338
"34443","UK born","Chinese",24,"M",2022,-188.016142132833
"34444","Non-UK born","Chinese",24,"M",2022,13725.2959044003
"34445","UK born","Chinese",25,"M",2022,-330.670064560363
"34446","Non-UK born","Chinese",25,"M",2022,14292.8095853186
"34447","UK born","Chinese",26,"M",2022,-481.555224121187
"34448","Non-UK born","Chinese",26,"M",2022,14818.9641759864
"34449","UK born","Chinese",27,"M",2022,-603.085993398564
"34450","Non-UK born","Chinese",27,"M",2022,15234.4536196949
"34451","UK born","Chinese",28,"M",2022,-731.041050064784
"34452","Non-UK born","Chinese",28,"M",2022,15551.9263055919
"34453","UK born","Chinese",29,"M",2022,-701.178431593506
"34454","Non-UK born","Chinese",29,"M",2022,15199.861397171
"34455","UK born","Chinese",30,"M",2022,-741.103283821363
"34456","Non-UK born","Chinese",30,"M",2022,14352.1558130059
"34457","UK born","Chinese",31,"M",2022,-564.862746976028
"34458","Non-UK born","Chinese",31,"M",2022,14070.8818075732
"34459","UK born","Chinese",32,"M",2022,-550.16327708315
"34460","Non-UK born","Chinese",32,"M",2022,13289.179903221
"34461","UK born","Chinese",33,"M",2022,-265.839589282709
"34462","Non-UK born","Chinese",33,"M",2022,11833.1919031311
"34463","UK born","Chinese",34,"M",2022,-389.934293902556
"34464","Non-UK born","Chinese",34,"M",2022,8948.45254597402
"34465","UK born","Chinese",35,"M",2022,-249.634521628906
"34466","Non-UK born","Chinese",35,"M",2022,6723.75530542185
"34467","UK born","Chinese",36,"M",2022,-53.034275923966
"34468","Non-UK born","Chinese",36,"M",2022,5537.87001621278
"34469","UK born","Chinese",37,"M",2022,-1.56371958865785
"34470","Non-UK born","Chinese",37,"M",2022,4758.56431655021
"34471","UK born","Chinese",38,"M",2022,30.8102512227406
"34472","Non-UK born","Chinese",38,"M",2022,4300.52810236951
"34473","UK born","Chinese",39,"M",2022,172.730504761894
"34474","Non-UK born","Chinese",39,"M",2022,3950.91828436451
"34475","UK born","Chinese",40,"M",2022,181.138732516763
"34476","Non-UK born","Chinese",40,"M",2022,3751.61551947223
"34477","UK born","Chinese",41,"M",2022,300.785725297268
"34478","Non-UK born","Chinese",41,"M",2022,3046.56708165926
"34479","UK born","Chinese",42,"M",2022,195.787609706229
"34480","Non-UK born","Chinese",42,"M",2022,3154.22424738945
"34481","UK born","Chinese",43,"M",2022,156.261808186065
"34482","Non-UK born","Chinese",43,"M",2022,2783.30052033515
"34483","UK born","Chinese",44,"M",2022,79.5591544357504
"34484","Non-UK born","Chinese",44,"M",2022,2471.47196310949
"34485","UK born","Chinese",45,"M",2022,161.663892197056
"34486","Non-UK born","Chinese",45,"M",2022,2364.09951272494
"34487","UK born","Chinese",46,"M",2022,125.379658830183
"34488","Non-UK born","Chinese",46,"M",2022,2153.84243437145
"34489","UK born","Chinese",47,"M",2022,195.075367417902
"34490","Non-UK born","Chinese",47,"M",2022,2090.93587981759
"34491","UK born","Chinese",48,"M",2022,137.242089359867
"34492","Non-UK born","Chinese",48,"M",2022,1986.10115764593
"34493","UK born","Chinese",49,"M",2022,186.524945338255
"34494","Non-UK born","Chinese",49,"M",2022,1845.07159264753
"34495","UK born","Chinese",50,"M",2022,118.010986040502
"34496","Non-UK born","Chinese",50,"M",2022,1775.38887444481
"34497","UK born","Chinese",51,"M",2022,84.5719914935713
"34498","Non-UK born","Chinese",51,"M",2022,1698.5468216366
"34499","UK born","Chinese",52,"M",2022,66.976406788362
"34500","Non-UK born","Chinese",52,"M",2022,1588.46246371571
"34501","UK born","Chinese",53,"M",2022,76.8603885597443
"34502","Non-UK born","Chinese",53,"M",2022,1785.7649719067
"34503","UK born","Chinese",54,"M",2022,21.2250470136539
"34504","Non-UK born","Chinese",54,"M",2022,1605.99606474353
"34505","UK born","Chinese",55,"M",2022,-30.1404603626152
"34506","Non-UK born","Chinese",55,"M",2022,1611.54706893785
"34507","UK born","Chinese",56,"M",2022,-64.0873689395744
"34508","Non-UK born","Chinese",56,"M",2022,1741.70495092149
"34509","UK born","Chinese",57,"M",2022,-61.733988212764
"34510","Non-UK born","Chinese",57,"M",2022,1664.50906902139
"34511","UK born","Chinese",58,"M",2022,-94.7165041370738
"34512","Non-UK born","Chinese",58,"M",2022,1756.61168664078
"34513","UK born","Chinese",59,"M",2022,-145.122004618561
"34514","Non-UK born","Chinese",59,"M",2022,1866.59337629779
"34515","UK born","Chinese",60,"M",2022,-155.989974198211
"34516","Non-UK born","Chinese",60,"M",2022,1621.2326090207
"34517","UK born","Chinese",61,"M",2022,-161.501009753953
"34518","Non-UK born","Chinese",61,"M",2022,1627.5592635744
"34519","UK born","Chinese",62,"M",2022,-170.024089237662
"34520","Non-UK born","Chinese",62,"M",2022,1568.02347429816
"34521","UK born","Chinese",63,"M",2022,-167.034777443071
"34522","Non-UK born","Chinese",63,"M",2022,1640.21032550942
"34523","UK born","Chinese",64,"M",2022,-157.305978980924
"34524","Non-UK born","Chinese",64,"M",2022,1617.40617525095
"34525","UK born","Chinese",65,"M",2022,-158.071909669374
"34526","Non-UK born","Chinese",65,"M",2022,1555.20465060012
"34527","UK born","Chinese",66,"M",2022,-174.165209923308
"34528","Non-UK born","Chinese",66,"M",2022,1494.70147218127
"34529","UK born","Chinese",67,"M",2022,-167.416753686641
"34530","Non-UK born","Chinese",67,"M",2022,1296.45886958196
"34531","UK born","Chinese",68,"M",2022,-165.833247580024
"34532","Non-UK born","Chinese",68,"M",2022,1264.12962525647
"34533","UK born","Chinese",69,"M",2022,-170.190973077668
"34534","Non-UK born","Chinese",69,"M",2022,1077.83853507738
"34535","UK born","Chinese",70,"M",2022,-169.084742594981
"34536","Non-UK born","Chinese",70,"M",2022,1070.68653984175
"34537","UK born","Chinese",71,"M",2022,-166.232133242315
"34538","Non-UK born","Chinese",71,"M",2022,999.559833986627
"34539","UK born","Chinese",72,"M",2022,-164.032267367573
"34540","Non-UK born","Chinese",72,"M",2022,912.652778343017
"34541","UK born","Chinese",73,"M",2022,-155.259830313055
"34542","Non-UK born","Chinese",73,"M",2022,806.882079759177
"34543","UK born","Chinese",74,"M",2022,-153.52660694746
"34544","Non-UK born","Chinese",74,"M",2022,788.152656557928
"34545","UK born","Chinese",75,"M",2022,-146.595610566404
"34546","Non-UK born","Chinese",75,"M",2022,666.427990188922
"34547","UK born","Chinese",76,"M",2022,-120.488483286856
"34548","Non-UK born","Chinese",76,"M",2022,525.222471353124
"34549","UK born","Chinese",77,"M",2022,-131.953101148243
"34550","Non-UK born","Chinese",77,"M",2022,490.485458306268
"34551","UK born","Chinese",78,"M",2022,-134.858257252543
"34552","Non-UK born","Chinese",78,"M",2022,430.839671440369
"34553","UK born","Chinese",79,"M",2022,-126.281268856674
"34554","Non-UK born","Chinese",79,"M",2022,396.67401472749
"34555","UK born","Chinese",80,"M",2022,-127.938031993561
"34556","Non-UK born","Chinese",80,"M",2022,384.368221657955
"34557","UK born","Chinese",81,"M",2022,-136.198386012625
"34558","Non-UK born","Chinese",81,"M",2022,423.820405166607
"34559","UK born","Chinese",82,"M",2022,-138.035250130676
"34560","Non-UK born","Chinese",82,"M",2022,420.987522665653
"34561","UK born","Chinese",83,"M",2022,-142.795167024469
"34562","Non-UK born","Chinese",83,"M",2022,411.036246885501
"34563","UK born","Chinese",84,"M",2022,-144.258818939652
"34564","Non-UK born","Chinese",84,"M",2022,376.787045757455
"34565","UK born","Chinese",85,"M",2022,-1791.31612825891
"34566","Non-UK born","Chinese",85,"M",2022,1965.56841877448
"34567","UK born","Indian",0,"F",2022,14787.0385365909
"34568","UK born","Indian",1,"F",2022,14618.8266268623
"34569","UK born","Indian",2,"F",2022,14449.0338295596
"34570","UK born","Indian",3,"F",2022,14284.1135273033
"34571","UK born","Indian",4,"F",2022,14105.4613823207
"34572","UK born","Indian",5,"F",2022,13886.0940999783
"34573","UK born","Indian",6,"F",2022,13620.3812651809
"34574","UK born","Indian",7,"F",2022,13315.8339613733
"34575","UK born","Indian",8,"F",2022,12985.8810102673
"34576","UK born","Indian",9,"F",2022,12704.4940873655
"34577","UK born","Indian",10,"F",2022,12785.2442289445
"34578","UK born","Indian",11,"F",2022,8961.84393813636
"34579","Non-UK born","Indian",11,"F",2022,1203.26432820792
"34580","UK born","Indian",12,"F",2022,8523.32366619528
"34581","Non-UK born","Indian",12,"F",2022,1657.33935537832
"34582","UK born","Indian",13,"F",2022,8153.33455826154
"34583","Non-UK born","Indian",13,"F",2022,1860.632340629
"34584","UK born","Indian",14,"F",2022,8083.65228500472
"34585","Non-UK born","Indian",14,"F",2022,2113.4132013109
"34586","UK born","Indian",15,"F",2022,7742.7023450018
"34587","Non-UK born","Indian",15,"F",2022,2168.06883858129
"34588","UK born","Indian",16,"F",2022,7312.97512829941
"34589","Non-UK born","Indian",16,"F",2022,2339.40293001073
"34590","UK born","Indian",17,"F",2022,6689.79407322795
"34591","Non-UK born","Indian",17,"F",2022,2758.7977789518
"34592","UK born","Indian",18,"F",2022,6078.25114136423
"34593","Non-UK born","Indian",18,"F",2022,3534.60115460551
"34594","UK born","Indian",19,"F",2022,5716.63544607346
"34595","Non-UK born","Indian",19,"F",2022,4369.01077803071
"34596","UK born","Indian",20,"F",2022,5248.76361132645
"34597","Non-UK born","Indian",20,"F",2022,5229.14327044696
"34598","UK born","Indian",21,"F",2022,5308.5979766956
"34599","Non-UK born","Indian",21,"F",2022,6251.08216459073
"34600","UK born","Indian",22,"F",2022,5285.78637838761
"34601","Non-UK born","Indian",22,"F",2022,7113.96427655348
"34602","UK born","Indian",23,"F",2022,5048.68915445628
"34603","Non-UK born","Indian",23,"F",2022,7896.52882704994
"34604","UK born","Indian",24,"F",2022,4977.90434330854
"34605","Non-UK born","Indian",24,"F",2022,8821.12707909173
"34606","UK born","Indian",25,"F",2022,5036.18400104096
"34607","Non-UK born","Indian",25,"F",2022,9694.12198579424
"34608","UK born","Indian",26,"F",2022,4905.39754312337
"34609","Non-UK born","Indian",26,"F",2022,10465.6884761024
"34610","UK born","Indian",27,"F",2022,4909.63826724514
"34611","Non-UK born","Indian",27,"F",2022,11076.2693717613
"34612","UK born","Indian",28,"F",2022,4949.06982199952
"34613","Non-UK born","Indian",28,"F",2022,11526.0548058055
"34614","UK born","Indian",29,"F",2022,5189.20636327944
"34615","Non-UK born","Indian",29,"F",2022,11616.2974519481
"34616","UK born","Indian",30,"F",2022,5762.86664952074
"34617","Non-UK born","Indian",30,"F",2022,11784.0614676043
"34618","UK born","Indian",31,"F",2022,5926.34687821023
"34619","Non-UK born","Indian",31,"F",2022,11181.6523819908
"34620","UK born","Indian",32,"F",2022,5894.73687115758
"34621","Non-UK born","Indian",32,"F",2022,10911.9244371669
"34622","UK born","Indian",33,"F",2022,5961.93416250304
"34623","Non-UK born","Indian",33,"F",2022,11185.1794256149
"34624","UK born","Indian",34,"F",2022,6186.38591170425
"34625","Non-UK born","Indian",34,"F",2022,11226.444171345
"34626","UK born","Indian",35,"F",2022,6237.88378150018
"34627","Non-UK born","Indian",35,"F",2022,11139.9782030398
"34628","UK born","Indian",36,"F",2022,6555.32323934541
"34629","Non-UK born","Indian",36,"F",2022,11332.4953926007
"34630","UK born","Indian",37,"F",2022,6465.21610206738
"34631","Non-UK born","Indian",37,"F",2022,11517.7379426273
"34632","UK born","Indian",38,"F",2022,6402.35870137441
"34633","Non-UK born","Indian",38,"F",2022,11371.9991077267
"34634","UK born","Indian",39,"F",2022,6576.49660939247
"34635","Non-UK born","Indian",39,"F",2022,11295.8531208472
"34636","UK born","Indian",40,"F",2022,6420.73637211686
"34637","Non-UK born","Indian",40,"F",2022,11171.7100737182
"34638","UK born","Indian",41,"F",2022,6626.1303009244
"34639","Non-UK born","Indian",41,"F",2022,10965.1311032522
"34640","UK born","Indian",42,"F",2022,6173.95040198653
"34641","Non-UK born","Indian",42,"F",2022,10759.1092098182
"34642","UK born","Indian",43,"F",2022,5743.32363641346
"34643","Non-UK born","Indian",43,"F",2022,9932.92763740882
"34644","UK born","Indian",44,"F",2022,5326.35272869722
"34645","Non-UK born","Indian",44,"F",2022,9168.19030991437
"34646","UK born","Indian",45,"F",2022,5007.03714356675
"34647","Non-UK born","Indian",45,"F",2022,9054.07047824614
"34648","UK born","Indian",46,"F",2022,4704.71348605282
"34649","Non-UK born","Indian",46,"F",2022,8371.78548246395
"34650","UK born","Indian",47,"F",2022,4468.77780890433
"34651","Non-UK born","Indian",47,"F",2022,7990.77444157321
"34652","UK born","Indian",48,"F",2022,4499.32304843417
"34653","Non-UK born","Indian",48,"F",2022,7130.57550990285
"34654","UK born","Indian",49,"F",2022,4416.31641184355
"34655","Non-UK born","Indian",49,"F",2022,7121.60263139638
"34656","UK born","Indian",50,"F",2022,4138.92481163866
"34657","Non-UK born","Indian",50,"F",2022,6698.24094959403
"34658","UK born","Indian",51,"F",2022,4037.08516888239
"34659","Non-UK born","Indian",51,"F",2022,6536.50071313534
"34660","UK born","Indian",52,"F",2022,4191.99519512412
"34661","Non-UK born","Indian",52,"F",2022,6325.51968101238
"34662","UK born","Indian",53,"F",2022,3806.14776229645
"34663","Non-UK born","Indian",53,"F",2022,6257.08177260949
"34664","UK born","Indian",54,"F",2022,3199.076610715
"34665","Non-UK born","Indian",54,"F",2022,6475.75445724419
"34666","UK born","Indian",55,"F",2022,2591.91535776234
"34667","Non-UK born","Indian",55,"F",2022,6532.37332530007
"34668","UK born","Indian",56,"F",2022,2019.798419543
"34669","Non-UK born","Indian",56,"F",2022,7003.88856335113
"34670","UK born","Indian",57,"F",2022,1406.3491578108
"34671","Non-UK born","Indian",57,"F",2022,7034.8077511289
"34672","UK born","Indian",58,"F",2022,1063.38847662619
"34673","Non-UK born","Indian",58,"F",2022,7553.65855529302
"34674","UK born","Indian",59,"F",2022,894.720404741052
"34675","Non-UK born","Indian",59,"F",2022,7686.45139124994
"34676","UK born","Indian",60,"F",2022,551.383153776297
"34677","Non-UK born","Indian",60,"F",2022,8031.19218136536
"34678","UK born","Indian",61,"F",2022,355.907044131558
"34679","Non-UK born","Indian",61,"F",2022,8097.16696198299
"34680","UK born","Indian",62,"F",2022,191.467921018955
"34681","Non-UK born","Indian",62,"F",2022,8001.03450604367
"34682","UK born","Indian",63,"F",2022,80.8862361744207
"34683","Non-UK born","Indian",63,"F",2022,7961.95030923025
"34684","UK born","Indian",64,"F",2022,-11.6103261405616
"34685","Non-UK born","Indian",64,"F",2022,7774.23835391219
"34686","UK born","Indian",65,"F",2022,-107.3987899354
"34687","Non-UK born","Indian",65,"F",2022,7732.5039106362
"34688","UK born","Indian",66,"F",2022,-195.771273330608
"34689","Non-UK born","Indian",66,"F",2022,7522.33131538073
"34690","UK born","Indian",67,"F",2022,-214.67086264263
"34691","Non-UK born","Indian",67,"F",2022,7441.64094713612
"34692","UK born","Indian",68,"F",2022,-247.398397853307
"34693","Non-UK born","Indian",68,"F",2022,6792.39710043284
"34694","UK born","Indian",69,"F",2022,-283.721452513308
"34695","Non-UK born","Indian",69,"F",2022,6770.26108713837
"34696","UK born","Indian",70,"F",2022,-312.662439001865
"34697","Non-UK born","Indian",70,"F",2022,6303.47998659008
"34698","UK born","Indian",71,"F",2022,-311.215249066849
"34699","Non-UK born","Indian",71,"F",2022,6100.59322458592
"34700","UK born","Indian",72,"F",2022,-356.876279269038
"34701","Non-UK born","Indian",72,"F",2022,5857.25457430308
"34702","UK born","Indian",73,"F",2022,-371.864988787245
"34703","Non-UK born","Indian",73,"F",2022,5368.95360988357
"34704","UK born","Indian",74,"F",2022,-372.732820801323
"34705","Non-UK born","Indian",74,"F",2022,4980.09084102376
"34706","UK born","Indian",75,"F",2022,-362.501008654425
"34707","Non-UK born","Indian",75,"F",2022,4284.38920596524
"34708","UK born","Indian",76,"F",2022,-361.697949779479
"34709","Non-UK born","Indian",76,"F",2022,3945.89574148684
"34710","UK born","Indian",77,"F",2022,-358.387327239456
"34711","Non-UK born","Indian",77,"F",2022,3609.49585711781
"34712","UK born","Indian",78,"F",2022,-403.954295269249
"34713","Non-UK born","Indian",78,"F",2022,3621.43671334475
"34714","UK born","Indian",79,"F",2022,-427.313776894874
